695669826 129552;695669825 129552
117831412 203794554;117831412 203794553
622487650 203904910;622487650 203904909
498104780 204314932;498104781 204314932
275710842 204455574;275710842 204455573
205538979 204495683;205538978 204495683
874756753 204705359;874756752 204705359
68605866 204833920;68605867 204833920
501946592 204905904;501946591 204905904
278875511 204946769;278875512 204946769
770329307 204996911;770329306 204996911
789431255 205056713;789431255 205056712
650179119 205161839;650179118 205161839
240294576 205184842;240294577 205184842
536195144 205298210;536195145 205298210
644103575 205461125;644103576 205461125
91601947 205479555;91601947 205479556
424153891 205592013;424153891 205592014
287702843 205786763;287702842 205786763
61085217 206032015;61085218 206032015
459498548 206242108;459498548 206242109
146816369 206298591;146816369 206298592
95110457 206308449;95110456 206308449
413034601 206381769;413034600 206381769
333413082 206765060;333413081 206765060
987903632 206812420;987903633 206812420
127070225 207023131;127070224 207023131
215943783 207621367;215943783 207621368
657846190 207714476;657846190 207714477
974941822 207800496;974941822 207800495
938914332 207947402;938914332 207947403
81154174 208140874;81154174 208140873
98662078 208179712;98662077 208179712
21008936 208221698;21008935 208221698
143492192 208304046;143492193 208304046
281807606 208563144;281807606 208563145
29857875 208592667;29857876 208592667
96764017 208804213;96764016 208804213
988152252 208895354;988152252 208895353
255381007 209213403;255381008 209213403
120814340 209223396;120814340 209223395
435024556 209235828;435024557 209235828
345522125 209282063;345522125 209282064
219715853 209362219;219715854 209362219
836608393 209535943;836608392 209535943
247575816 209551378;247575816 209551377
863610178 209720296;863610179 209720296
16382714 209816008;16382714 209816009
19843539 209979905;19843540 209979905
220539095 210021871;220539095 210021870
312917743 210045929;312917744 210045929
6112085 210235037;6112085 210235038
130023948 210417512;130023948 210417513
83203296 210649204;83203296 210649205
763974918 210786402;763974917 210786402
217230158 210796724;217230158 210796725
523457442 210931302;523457442 210931303
639980030 210955892;639980029 210955892
108234271 211116157;108234272 211116157
189240354 211202476;189240355 211202476
442303136 211402792;442303136 211402791
469133158 211414036;469133158 211414035
366012521 211507319;366012522 211507319
231898625 211771935;231898625 211771934
314596249 211834337;314596250 211834337
973984210 211928356;973984210 211928357
764048789 212318883;764048789 212318882
778260862 212505332;778260863 212505332
586864438 212585166;586864438 212585165
45408061 212689653;45408060 212689653
159600805 212780875;159600806 212780875
838001374 212817304;838001374 212817303
832929406 212928182;832929407 212928182
956405432 213126828;956405432 213126829
292960444 213141416;292960445 213141416
526848535 213391083;526848535 213391084
245551230 213424908;245551230 213424907
184791764 213568122;184791765 213568122
252530119 213824175;252530120 213824175
378973575 213861015;378973576 213861015
457838716 213891824;457838715 213891824
141141502 214008876;141141501 214008876
987236454 214053462;987236455 214053462
675484139 214064203;675484139 214064204
925034690 214148872;925034690 214148871
97492676 214188578;97492676 214188577
26662053 214381691;26662053 214381692
372178444 214412970;372178444 214412969
500552789 214652997;500552788 214652997
275537918 214676640;275537918 214676639
807845128 214760468;807845128 214760469
930010305 214837417;930010304 214837417
599820496 214971620;599820496 214971619
298947855 215250345;298947855 215250344
993486245 215281091;993486245 215281092
314299830 215478332;314299831 215478332
594128811 215520779;594128812 215520779
913563795 215521907;913563796 215521907
382690017 215529595;382690016 215529595
227473581 215598287;227473581 215598288
327546079 215622967;327546079 215622968
549742666 215623172;549742666 215623173
36897409 215764751;36897408 215764751
447643016 215935694;447643015 215935694
184298746 216023910;184298747 216023910
341743483 216063929;341743482 216063929
982095516 216132198;982095516 216132197
608890678 216237832;608890678 216237833
615487094 216437756;615487094 216437755
819877847 216469663;819877847 216469664
269717543 216550183;269717542 216550183
61724483 216593423;61724484 216593423
368777883 216608885;368777883 216608886
822944369 216637085;822944370 216637085
237757279 216790215;237757279 216790216
241477650 216798202;241477651 216798202
942917001 217009665;942917001 217009666
945589305 217093723;945589305 217093722
862413932 217118438;862413931 217118438
391616155 217222631;391616156 217222631
349775254 217229834;349775254 217229835
405624627 217412195;405624626 217412195
997435862 217850110;997435861 217850110
380533124 218069614;380533124 218069613
368666556 218313158;368666555 218313158
445823965 218331321;445823965 218331320
824789618 218377170;824789618 218377169
339746330 218415408;339746331 218415408
553554938 218460656;553554938 218460657
689766252 218483538;689766253 218483538
154197941 218540847;154197941 218540846
875235578 218699754;875235578 218699755
612034794 218864842;612034795 218864842
770576864 218912276;770576863 218912276
757778381 219050437;757778380 219050437
620125115 219314025;620125114 219314025
717680788 219351756;717680788 219351755
334128931 219377545;334128931 219377546
237186690 219458878;237186690 219458877
98173152 219470876;98173152 219470875
343389703 219979557;343389703 219979556
161395833 220145989;161395834 220145989
925402305 220337243;925402305 220337242
369329568 220397144;369329569 220397144
790018817 220431023;790018817 220431022
295698923 220501945;295698924 220501945
704034904 220521620;704034905 220521620
2705660 220641584;2705660 220641583
577707488 220655750;577707488 220655749
96734728 220708734;96734728 220708735
504597928 220728562;504597928 220728563
865448544 220772184;865448545 220772184
729638371 220785769;729638371 220785770
727231353 220808971;727231352 220808971
578800430 220811862;578800430 220811861
442589128 220875186;442589129 220875186
611900513 221021833;611900513 221021834
924879795 221165719;924879796 221165719
635395023 221281647;635395023 221281648
513551099 221464581;513551099 221464580
264949356 221467308;264949356 221467309
400514787 221490929;400514786 221490929
177568690 221560714;177568689 221560714
661098112 221810594;661098113 221810594
244966752 221867194;244966752 221867193
625535875 222127591;625535874 222127591
705111093 222138261;705111094 222138261
998717644 222358058;998717645 222358058
622268054 222415060;622268055 222415060
475331633 222452041;475331634 222452041
19056460 222686404;19056460 222686403
827131177 222711761;827131177 222711762
858092566 222713572;858092567 222713572
502100367 223216161;502100367 223216162
278961908 223246052;278961907 223246052
782932637 223312169;782932637 223312170
84633071 223326005;84633071 223326006
955488056 223495418;955488056 223495419
215641099 223567589;215641098 223567589
912848375 223599723;912848374 223599723
336236077 223729539;336236078 223729539
38639389 223731781;38639390 223731781
483511481 223740629;483511481 223740628
82943879 223740805;82943879 223740804
626646449 223806909;626646450 223806909
232253675 223829283;232253676 223829283
277385114 223838130;277385114 223838129
904291808 223841138;904291807 223841138
97825571 223902301;97825570 223902301
696814271 223903069;696814272 223903069
227002473 223923649;227002474 223923649
921522794 223983720;921522794 223983719
409709240 224102766;409709240 224102767
819927467 224192607;819927467 224192606
862893215 224226293;862893215 224226294
492051813 224265005;492051814 224265005
293675465 224337129;293675466 224337129
667950863 224470505;667950863 224470504
869763371 224577957;869763371 224577956
857464175 224586277;857464175 224586278
599889968 224597948;599889969 224597948
391704687 224684773;391704688 224684773
253375537 224754811;253375537 224754812
8247095 224806935;8247094 224806935
809939078 224947612;809939079 224947612
810203519 225157959;810203519 225157960
777923850 225649150;777923850 225649149
604176656 225793138;604176655 225793138
953046291 225896365;953046291 225896364
59573804 226013260;59573805 226013260
109560971 226118913;109560971 226118914
450263415 226472031;450263415 226472030
116745134 226601988;116745134 226601987
802037118 226602340;802037117 226602340
787232368 226680184;787232367 226680184
552684795 226783419;552684795 226783418
658735567 226842315;658735566 226842315
219336630 227105492;219336630 227105491
644408562 227314198;644408562 227314199
73120129 227320429;73120130 227320429
476685172 227416358;476685172 227416359
546602357 227499049;546602356 227499049
809947944 227576650;809947944 227576649
827955070 227583228;827955071 227583228
49880909 227637879;49880908 227637879
32427376 227641786;32427377 227641786
940543245 227658323;940543246 227658323
225717707 227708551;225717707 227708552
728496221 227729479;728496221 227729478
655501693 227849515;655501693 227849516
582637495 227874199;582637496 227874199
505728962 227912258;505728963 227912258
112359096 227993602;112359096 227993601
782209639 228024831;782209639 228024830
849783098 228090698;849783097 228090698
656185170 228277138;656185170 228277139
275072245 228361063;275072245 228361062
197068509 228589355;197068509 228589356
856184501 228664623;856184501 228664624
848460825 228694757;848460826 228694757
148726707 229114631;148726706 229114631
16325761 229415663;16325761 229415662
121812432 229415936;121812432 229415937
242530746 229565332;242530745 229565332
171494636 229572826;171494637 229572826
60441945 229627335;60441945 229627334
19236618 229861196;19236618 229861197
167131943 229879323;167131943 229879322
977484748 229884648;977484748 229884647
759766634 229980472;759766634 229980471
303034348 230036920;303034348 230036919
259630631 230162687;259630632 230162687
45675575 230247747;45675575 230247746
846535654 230389072;846535654 230389073
144309054 230457178;144309053 230457178
159965353 230480697;159965352 230480697
891808282 230696410;891808282 230696411
187687696 230909290;187687696 230909291
633844453 231320927;633844454 231320927
647899306 231388428;647899305 231388428
638820687 231448177;638820687 231448178
484666707 231469305;484666706 231469305
263215916 231585106;263215916 231585107
482219430 231598328;482219431 231598328
988015173 231616683;988015172 231616683
326081163 231710431;326081164 231710431
251851862 231860368;251851862 231860369
236615750 231861940;236615751 231861940
792198153 232413461;792198153 232413462
901094447 232540051;901094448 232540051
842069870 232542798;842069870 232542797
869931144 232706774;869931144 232706773
268903228 232733516;268903229 232733516
651290995 232761111;651290995 232761112
986766722 233323960;986766722 233323959
282601163 233327165;282601163 233327164
105979677 233500651;105979676 233500651
106224759 233505537;106224758 233505537
13641630 233793352;13641629 233793352
246878630 233823090;246878629 233823090
843035630 233858116;843035631 233858116
706502549 234244921;706502550 234244921
130187286 234262612;130187287 234262612
950288321 234383307;950288321 234383306
307934844 234496894;307934845 234496894
304184455 234540833;304184455 234540832
451267311 234581421;451267311 234581422
584838422 234656488;584838422 234656489
441852399 235002977;441852398 235002977
542800660 235305614;542800661 235305614
892125938 235573410;892125938 235573411
884627801 235673579;884627801 235673580
324387568 235719586;324387568 235719587
361322166 235833326;361322166 235833327
412392556 235978236;412392556 235978235
597121665 236014263;597121665 236014264
702497695 236093675;702497695 236093674
653960722 236167530;653960722 236167531
940866770 236239604;940866770 236239605
916450226 236311406;916450226 236311407
488570485 236453375;488570485 236453376
667028704 236552754;667028703 236552754
653822758 236557636;653822758 236557637
188219860 236699650;188219860 236699649
999554241 236918039;999554241 236918038
697900957 236931353;697900956 236931353
730032035 236960873;730032035 236960874
819475222 236990470;819475222 236990471
645280268 237002760;645280269 237002760
786981454 237141346;786981454 237141347
28940228 237169418;28940228 237169417
866544264 237277398;866544265 237277398
463648905 237466301;463648904 237466301
89162508 237790722;89162508 237790721
771766663 238043335;771766663 238043334
117649858 238280142;117649858 238280141
113996394 238335202;113996394 238335203
92300633 238551255;92300632 238551255
577788790 238616696;577788789 238616696
346118893 238687755;346118894 238687755
576675071 238720835;576675070 238720835
636238087 238754005;636238088 238754005
123474888 238970790;123474888 238970789
315207725 239006013;315207725 239006014
58662525 239133119;58662526 239133119
791218286 239162604;791218285 239162604
581770963 239309435;581770962 239309435
353653463 239545841;353653462 239545841
955382989 239588857;955382990 239588857
434013450 239596686;434013449 239596686
420932461 239636089;420932460 239636089
437503598 239670872;437503599 239670872
12903439 239676043;12903439 239676042
680660769 239765905;680660770 239765905
707485021 239801339;707485020 239801339
787822352 239892142;787822351 239892142
226050502 239892580;226050503 239892580
441839267 239981923;441839268 239981923
650271208 240017114;650271208 240017113
329981279 240071345;329981278 240071345
644185844 240156336;644185843 240156336
579849250 240332648;579849250 240332647
266341861 240409213;266341862 240409213
214719205 240469263;214719206 240469263
325173184 240508156;325173185 240508156
367513528 240548478;367513527 240548478
931184844 240575468;931184845 240575468
252086420 240715400;252086419 240715400
513311569 241039275;513311569 241039276
600318087 241325483;600318087 241325482
371186424 241394130;371186424 241394129
384782591 241556311;384782591 241556310
577564187 241557119;577564188 241557119
375967269 241579499;375967268 241579499
714423298 241589178;714423298 241589179
773514247 241664387;773514248 241664387
376779033 241766981;376779033 241766982
695308032 241861550;695308031 241861550
733775015 241950111;733775015 241950112
912641874 242069666;912641874 242069667
986388496 242310348;986388496 242310347
352514485 242331143;352514484 242331143
306068758 242388808;306068758 242388807
838182434 242440606;838182433 242440606
379922723 242492835;379922723 242492834
97884700 242608008;97884701 242608008
148736128 242614422;148736127 242614422
619511305 242708545;619511304 242708545
972133435 242848243;972133435 242848244
296264514 242897134;296264513 242897134
879853535 242985621;879853535 242985620
835290023 243081167;835290024 243081167
44194476 243120142;44194477 243120142
73572165 243184419;73572165 243184418
79326033 243239945;79326033 243239944
392949053 243446731;392949054 243446731
284128842 243606928;284128841 243606928
609167444 243653342;609167444 243653343
582076181 243810781;582076181 243810780
240839003 243843021;240839002 243843021
547443799 243852749;547443799 243852748
924631442 243921730;924631442 243921731
632999884 244250472;632999884 244250473
607151032 244399562;607151032 244399561
89844359 244554235;89844359 244554234
529037175 244693855;529037174 244693855
35878255 244712105;35878255 244712106
304960974 244763472;304960973 244763472
266552590 244900384;266552591 244900384
217268263 244993849;217268263 244993848
133118900 245042634;133118899 245042634
939758172 245084112;939758171 245084112
453365865 245220579;453365865 245220578
422071287 245294223;422071287 245294222
631267325 245301831;631267325 245301832
115170822 245470790;115170823 245470790
271553184 245586456;271553184 245586455
822066052 245601394;822066052 245601393
634253947 245700129;634253947 245700128
415030583 245711645;415030584 245711645
572487251 245768431;572487251 245768430
900470289 245852343;900470290 245852343
497961238 246014186;497961238 246014187
288033441 246185545;288033441 246185544
128465373 246340943;128465373 246340942
775099839 246682063;775099839 246682064
984334747 246687927;984334747 246687926
973365247 246722845;973365248 246722845
217536688 246846226;217536689 246846226
591337334 246945510;591337335 246945510
183652117 247133661;183652117 247133662
311065412 247239258;311065411 247239258
873973027 247263227;873973027 247263226
623311278 247362162;623311277 247362162
778465342 247435222;778465341 247435222
108381920 247622324;108381921 247622324
541270800 247835880;541270801 247835880
810130330 247859950;810130331 247859950
915348583 247980713;915348583 247980714
778226764 248175016;778226764 248175015
437370068 248181770;437370068 248181771
533610347 248187647;533610347 248187646
178292231 248412005;178292231 248412004
252828871 248573197;252828871 248573198
535009083 248579987;535009082 248579987
291186222 248582632;291186221 248582632
727862282 248785542;727862281 248785542
108884428 248816802;108884427 248816802
985938569 249170285;985938569 249170286
989899327 249275735;989899327 249275734
640918781 249675747;640918782 249675747
972979917 249740303;972979917 249740302
832263766 249834374;832263766 249834373
983265788 249868958;983265788 249868959
166956498 249891850;166956498 249891849
506204744 249896490;506204745 249896490
829365569 249927233;829365568 249927233
372193535 250058331;372193535 250058330
440767227 250253917;440767226 250253917
906435388 250288148;906435389 250288148
284677761 250297773;284677761 250297774
970567356 250299176;970567355 250299176
962050067 250506761;962050067 250506760
681121344 250528684;681121344 250528685
16547482 250542548;16547482 250542549
187145888 250765502;187145888 250765501
253951684 250887626;253951684 250887627
543622094 250909644;543622094 250909645
163020153 250994327;163020153 250994328
860763611 251016273;860763611 251016272
190969497 251036763;190969497 251036764
383081185 251039783;383081186 251039783
223519957 251115253;223519957 251115254
239219300 251121526;239219300 251121525
402063315 251317241;402063316 251317241
287132508 251325152;287132508 251325151
372085869 251363905;372085870 251363905
962438104 251396912;962438105 251396912
880417857 251470751;880417856 251470751
946882267 251530875;946882266 251530875
932863562 251562776;932863562 251562775
437802949 251627027;437802950 251627027
392035111 251692885;392035111 251692884
510598534 251700642;510598534 251700643
442710630 251724458;442710630 251724459
772992132 251828002;772992132 251828003
338778211 251942973;338778211 251942972
368919464 252021920;368919463 252021920
606779449 252317723;606779449 252317724
111640597 252758009;111640597 252758010
646283790 253226338;646283790 253226337
628875025 253314629;628875026 253314629
279734025 253334793;279734025 253334794
233621907 253469157;233621907 253469156
653591631 253519185;653591630 253519185
771000223 253523767;771000223 253523768
699388511 253547619;699388510 253547619
578446896 253599438;578446896 253599439
594013418 253655518;594013419 253655518
757000361 253759887;757000360 253759887
412379223 253926269;412379223 253926270
179135184 253963162;179135184 253963161
456069373 253987147;456069373 253987148
306110698 253994116;306110697 253994116
481899931 254140289;481899932 254140289
359762696 254277056;359762696 254277055
861999948 254314920;861999947 254314920
418453930 254523368;418453929 254523368
238550807 254543255;238550807 254543254
818644381 254605183;818644382 254605183
725786066 254977316;725786067 254977316
720474965 255221991;720474965 255221990
181506902 255250402;181506903 255250402
338460463 255287849;338460463 255287848
684817582 255342930;684817582 255342929
483041143 255443433;483041142 255443433
508961976 255566334;508961975 255566334
792306579 255694935;792306578 255694935
810647048 256104030;810647048 256104031
542157569 256371773;542157568 256371773
61671974 256410470;61671974 256410471
994296595 256454619;994296596 256454619
3289327 256480483;3289327 256480484
912593870 256893440;912593871 256893440
748922120 256955256;748922121 256955256
42601092 257007218;42601091 257007218
2606066 257044638;2606066 257044639
519032940 257050074;519032939 257050074
716763950 257069384;716763950 257069385
924306465 257262049;924306464 257262049
158775513 257273689;158775512 257273689
636334014 257294502;636334014 257294503
617834618 257331634;617834619 257331634
401092854 257438386;401092853 257438386
943298516 257478840;943298516 257478841
252061384 257604446;252061385 257604446
36799684 257797118;36799684 257797119
63040719 257878219;63040720 257878219
164749826 257888890;164749826 257888891
884255307 258002061;884255306 258002061
596054352 258101762;596054351 258101762
11892825 258209165;11892825 258209166
419193707 258305383;419193707 258305382
879836466 258358128;879836467 258358128
600846928 258380088;600846927 258380088
471875289 258779549;471875288 258779549
849514961 258852765;849514961 258852764
459009691 258871987;459009691 258871986
772535972 258909028;772535973 258909028
844814451 259001823;844814451 259001824
302279097 259056475;302279096 259056475
209980074 259118224;209980074 259118225
918621614 259131394;918621615 259131394
31997216 259222576;31997216 259222577
784982335 259404535;784982334 259404535
246495331 259686481;246495331 259686480
611820084 259800550;611820083 259800550
225186448 259848552;225186448 259848553
612482176 259885046;612482177 259885046
840275139 259896367;840275138 259896367
605431607 260154131;605431608 260154131
991731936 260258718;991731936 260258717
229671033 260292827;229671032 260292827
210302879 260319053;210302879 260319052
594182492 260344118;594182492 260344119
390339661 260393689;390339661 260393688
774005519 260678731;774005518 260678731
606253404 261068116;606253404 261068117
344521100 261213382;344521100 261213383
548304050 261422166;548304050 261422165
399542795 261519607;399542796 261519607
476077701 261804065;476077701 261804066
460348361 261825033;460348360 261825033
189900618 261861026;189900619 261861026
469676570 261919300;469676570 261919301
650880445 261946207;650880444 261946207
373374302 261985874;373374301 261985874
99200325 262389601;99200325 262389600
411843697 262433497;411843697 262433498
463561111 262448641;463561112 262448641
427816105 262578663;427816105 262578662
876730560 262673410;876730561 262673410
251475485 262807971;251475485 262807970
92569912 262861352;92569912 262861353
985165905 262890007;985165905 262890006
894375393 263059081;894375393 263059080
211141004 263082430;211141005 263082430
63448500 263083164;63448499 263083164
519584452 263203546;519584451 263203546
668136416 263312666;668136416 263312667
881760249 263501017;881760249 263501018
588578343 263719909;588578343 263719908
819085554 263726474;819085554 263726475
736744264 263731658;736744264 263731657
26203214 263881314;26203215 263881314
136691035 263920677;136691035 263920676
145801194 264012732;145801193 264012732
426668580 264028056;426668581 264028056
441217957 264160499;441217957 264160498
845521987 264238161;845521986 264238161
943501685 264539185;943501686 264539185
436459744 264620268;436459744 264620269
512426465 264682541;512426465 264682542
646126361 264688001;646126362 264688001
58839492 264789924;58839492 264789923
447954814 264822954;447954815 264822954
334853086 265030508;334853086 265030507
438931457 265148071;438931457 265148072
155540384 265165974;155540383 265165974
865260846 265643282;865260845 265643282
211950576 265703462;211950577 265703462
408209528 265711776;408209528 265711775
973065997 265897265;973065998 265897265
357045641 265899745;357045642 265899745
34980451 266037783;34980451 266037782
957726569 266040035;957726568 266040035
224782323 266208203;224782322 266208203
438222049 266293707;438222049 266293708
789696196 266406316;789696197 266406316
767376660 266535562;767376659 266535562
250607271 267036365;250607271 267036364
338496010 267102948;338496010 267102949
534736781 267163621;534736782 267163621
892231215 267195961;892231215 267195962
416547630 267217224;416547631 267217224
577414586 267273080;577414586 267273079
283234729 267343603;283234728 267343603
870515651 267501607;870515651 267501606
370117726 267684322;370117726 267684323
789465866 267736684;789465866 267736683
70765009 267992709;70765010 267992709
418048241 267994557;418048242 267994557
170916124 268060664;170916123 268060664
610207156 268128230;610207157 268128230
954635275 268133777;954635275 268133778
365432113 268234541;365432114 268234541
936668571 268694139;936668571 268694140
135569837 268842913;135569838 268842913
25594051 268999201;25594051 268999202
74590429 269061969;74590430 269061969
287034799 269105717;287034799 269105718
441657180 269165232;441657180 269165231
336888763 269215911;336888762 269215911
502354561 269236147;502354561 269236146
472830662 269282566;472830661 269282566
893060461 269291195;893060461 269291196
422273865 269513081;422273866 269513081
869526329 269584307;869526328 269584307
287289319 269664553;287289319 269664554
986616708 269699950;986616707 269699950
41428870 269783714;41428870 269783715
402629040 269805284;402629040 269805285
571244837 269980813;571244838 269980813
802112566 270007854;802112566 270007853
412719913 270037131;412719913 270037132
429601272 270052896;429601272 270052897
608451955 270072887;608451956 270072887
939148033 270218169;939148033 270218170
708428926 270545442;708428926 270545443
75674589 270546815;75674588 270546815
598624112 270554470;598624111 270554470
939742946 270634194;939742946 270634193
144503116 270654602;144503115 270654602
298760435 270866809;298760435 270866808
836042069 270897067;836042069 270897066
135545438 270941506;135545439 270941506
261627636 271143990;261627636 271143989
509780225 271179823;509780225 271179822
74270951 271290371;74270950 271290371
679271499 271374853;679271499 271374852
793339146 271395948;793339146 271395949
364249149 271404465;364249149 271404464
123960628 271625650;123960628 271625649
409788300 271625954;409788300 271625953
636550742 271760916;636550743 271760916
834229299 271769643;834229299 271769642
683630158 271803166;683630159 271803166
300514006 271829694;300514007 271829694
918940155 271833751;918940155 271833750
753297055 271904581;753297055 271904582
972262854 272077796;972262853 272077796
421742043 272131293;421742042 272131293
145746612 272195566;145746613 272195566
556085571 272255051;556085571 272255052
294108453 272364005;294108454 272364005
328332452 272498178;328332452 272498177
229048821 272562989;229048821 272562988
853344360 272756970;853344359 272756970
371844354 272959632;371844354 272959631
773434434 272962686;773434435 272962686
152018654 272970732;152018654 272970731
688835576 273030744;688835577 273030744
352098617 273058561;352098617 273058560
745069023 273060217;745069023 273060218
48275361 273180941;48275360 273180941
507718077 273241587;507718078 273241587
503949555 273338589;503949554 273338589
881908009 273351993;881908010 273351993
84103280 273434580;84103281 273434580
729723219 273628517;729723219 273628516
90491491 273847957;90491492 273847957
70659350 274008468;70659350 274008469
866440127 274268501;866440126 274268501
500073080 274557282;500073081 274557282
892869871 274579161;892869871 274579160
274836471 274619329;274836471 274619328
331089964 274752192;331089965 274752192
966107262 274771106;966107261 274771106
936651844 274797040;936651843 274797040
635347446 274815960;635347445 274815960
978366794 275101472;978366795 275101472
585310033 275172545;585310032 275172545
961329291 275185347;961329291 275185346
811112569 275807465;811112569 275807466
855873526 275912210;855873526 275912211
377201914 275913714;377201915 275913714
156855703 276193553;156855704 276193553
830239228 276248638;830239227 276248638
114829199 276407969;114829199 276407968
779457204 276430608;779457203 276430608
328716733 276468983;328716733 276468984
808585177 276502485;808585176 276502485
582237423 276532281;582237424 276532281
271064622 276658486;271064621 276658486
606051841 276972363;606051840 276972363
159580118 277029196;159580118 277029197
109114585 277037441;109114584 277037441
741357508 277114632;741357507 277114632
937179292 277114682;937179293 277114682
653205344 277197632;653205344 277197633
36214906 277313654;36214905 277313654
237513511 277413237;237513511 277413238
834781682 277482468;834781683 277482468
528215022 277562368;528215022 277562369
210773782 277569066;210773783 277569066
166300388 277602280;166300389 277602280
743244916 277750006;743244916 277750007
730472080 277819040;730472080 277819041
271918394 278057454;271918395 278057454
743382840 278177386;743382839 278177386
557214806 278222090;557214806 278222091
545019562 278405700;545019562 278405699
958644231 278409141;958644232 278409141
540317921 278467571;540317920 278467571
32447756 278479494;32447755 278479494
154288056 278671054;154288057 278671054
813132371 278857839;813132371 278857840
705869517 278959955;705869518 278959955
179314009 278962761;179314009 278962762
89540254 278998520;89540253 278998520
504379966 279023072;504379966 279023073
814290471 279062199;814290471 279062200
576430527 279093947;576430527 279093946
839837859 279235677;839837859 279235678
514746831 279392333;514746830 279392333
185090096 279428716;185090096 279428717
555147230 279437230;555147230 279437229
547988855 279646137;547988855 279646136
972413604 279677222;972413603 279677222
742581790 279752916;742581790 279752915
406872930 279801950;406872930 279801951
237347951 279871089;237347951 279871088
246788807 279940157;246788808 279940157
302553155 280044327;302553156 280044327
909908395 280064907;909908395 280064908
720384499 280100583;720384499 280100584
907793849 280111657;907793849 280111658
640140014 280193566;640140014 280193567
738917028 280279470;738917027 280279470
797612488 280281900;797612488 280281901
877945006 280560162;877945007 280560162
263186060 280744904;263186060 280744903
382716600 280746992;382716599 280746992
472701665 280888449;472701666 280888449
961534542 281113026;961534541 281113026
867990886 281224406;867990886 281224405
703564809 281580981;703564809 281580982
465927464 281683478;465927464 281683477
967074660 281764884;967074660 281764885
365109817 281778485;365109818 281778485
483664576 281784752;483664575 281784752
214566033 281790485;214566032 281790485
436628478 281826562;436628478 281826563
826765762 281893292;826765761 281893292
92796763 281941369;92796762 281941369
812616093 282086875;812616094 282086875
481044676 282102884;481044676 282102883
354910115 282125561;354910115 282125560
975206577 282526455;975206577 282526456
850165307 282553051;850165306 282553051
15475500 282704948;15475500 282704949
552958696 282744360;552958695 282744360
691652507 282796825;691652508 282796825
247055990 282859032;247055991 282859032
397003297 282882345;397003297 282882346
273368685 282886067;273368685 282886068
1952052 282971896;1952052 282971895
3225943 283023883;3225944 283023883
944187422 283422622;944187422 283422621
646778953 283559539;646778953 283559540
462486264 283653540;462486265 283653540
328836917 283663375;328836918 283663375
524160527 283699725;524160528 283699725
948111104 283825260;948111105 283825260
753921157 283901865;753921156 283901865
612318762 283914742;612318762 283914743
954836902 284018546;954836901 284018546
994371297 284225973;994371296 284225973
380291020 284340402;380291021 284340402
215995554 284586186;215995555 284586186
569675212 285102170;569675213 285102170
539431848 285313672;539431847 285313672
170232966 285449786;170232967 285449786
674058280 285454880;674058281 285454880
256810428 285470708;256810428 285470709
313134828 285519506;313134828 285519507
289547559 285889695;289547558 285889695
748299448 285898232;748299449 285898232
631322797 285956957;631322796 285956957
556159824 286032992;556159824 286032993
499979317 286104849;499979317 286104850
329980905 286212095;329980905 286212096
265785086 286254176;265785086 286254175
932853123 286275237;932853122 286275237
636185233 286318145;636185233 286318144
46492971 286547219;46492971 286547218
590957346 286606452;590957346 286606453
418989240 286636862;418989241 286636862
97866278 286679074;97866278 286679075
445341285 286692701;445341285 286692700
428166290 286740698;428166290 286740699
617878554 286822244;617878555 286822244
204195979 286963103;204195980 286963103
637355341 286966139;637355342 286966139
512568126 287103552;512568127 287103552
704000667 287218553;704000667 287218552
842342674 287221096;842342673 287221096
240452759 287462471;240452759 287462470
627269845 287506713;627269845 287506714
67909809 287681921;67909809 287681922
99967360 287812556;99967360 287812557
681780094 287861412;681780094 287861413
61169433 287861493;61169434 287861493
127519456 287865302;127519455 287865302
399018454 287866904;399018454 287866903
336468425 288007213;336468425 288007214
939056060 288061544;939056061 288061544
495716206 288191362;495716207 288191362
97753442 288230950;97753443 288230950
182283488 288435666;182283489 288435666
759327632 288522646;759327632 288522647
575658391 288524141;575658392 288524141
757160573 288558641;757160574 288558641
155576452 288765756;155576451 288765756
630229344 288792102;630229345 288792102
207590064 288801530;207590064 288801531
381870385 288911783;381870385 288911784
982863144 288937882;982863143 288937882
166208012 289219162;166208012 289219163
114471923 289223569;114471923 289223568
625863771 289256247;625863772 289256247
261545123 289314367;261545122 289314367
912074147 289362777;912074147 289362778
16111943 289458881;16111942 289458881
60401386 289765768;60401386 289765769
408585828 289900906;408585828 289900907
908574113 290067703;908574113 290067704
491732513 290072111;491732513 290072110
196733816 290102320;196733816 290102321
30225796 290234160;30225796 290234161
459683588 290234602;459683588 290234603
158648373 290346105;158648374 290346105
656108912 290370834;656108912 290370833
733191946 290463140;733191945 290463140
774345910 290531942;774345910 290531941
398220598 290633326;398220599 290633326
759780232 290853126;759780233 290853126
659658390 290897654;659658390 290897653
347717240 290984192;347717239 290984192
339075682 291091500;339075681 291091500
148132994 291133124;148132993 291133124
876241217 291229451;876241216 291229451
355016316 291569186;355016316 291569187
672465939 291745515;672465939 291745514
365100481 291866273;365100482 291866273
623519737 292200059;623519738 292200059
533523348 292371340;533523348 292371339
932513502 292400882;932513501 292400882
600923054 292420136;600923054 292420137
205460185 292561661;205460185 292561660
837108692 292631304;837108691 292631304
279299851 292772843;279299851 292772842
942014572 292805044;942014571 292805044
554470666 293244980;554470666 293244981
322196602 293270196;322196602 293270197
