0 0;0 1
123457207 12341305;123457207 12341304
123456854 12341372;123456855 12341372
123456997 12341279;123456997 12341280
123457246 12341388;123457245 12341388
123457234 12341318;123457235 12341318
123457039 12341469;123457039 12341468
123457178 12341366;123457177 12341366
123457189 12341235;123457190 12341235
123457108 12341430;123457107 12341430
123457195 12341373;123457195 12341372
123457034 12341462;123457035 12341462
123457205 12341295;123457204 12341295
123457050 12341382;123457050 12341381
123457224 12341364;123457223 12341364
123457092 12341306;123457091 12341306
123457276 12341454;123457275 12341454
123456871 12341431;123456870 12341431
123457137 12341277;123457137 12341278
123457205 12341393;123457206 12341393
123457158 12341342;123457159 12341342
123457064 12341326;123457063 12341326
123457244 12341236;123457245 12341236
123456911 12341273;123456910 12341273
123456979 12341381;123456980 12341381
123456876 12341304;123456877 12341304
123457139 12341287;123457140 12341287
123457032 12341306;123457033 12341306
123456888 12341344;123456887 12341344
123457281 12341421;123457280 12341421
123457038 12341406;123457038 12341405
123457112 12341362;123457111 12341362
123457096 12341396;123457095 12341396
123457166 12341390;123457167 12341390
123457090 12341354;123457089 12341354
123457201 12341447;123457202 12341447
123456913 12341357;123456912 12341357
123456838 12341334;123456838 12341333
123456948 12341294;123456949 12341294
123456991 12341419;123456992 12341419
123456794 12341270;123456793 12341270
123456975 12341421;123456976 12341421
123457284 12341470;123457284 12341471
123456910 12341306;123456909 12341306
123456993 12341341;123456992 12341341
123457039 12341483;123457040 12341483
123457035 12341343;123457036 12341343
123457152 12341236;123457153 12341236
123457176 12341334;123457176 12341335
123457105 12341433;123457104 12341433
123456832 12341258;123456831 12341258
123456854 12341356;123456853 12341356
123457183 12341343;123457184 12341343
123456882 12341248;123456882 12341247
123457128 12341236;123457127 12341236
123457072 12341298;123457072 12341297
123457189 12341371;123457188 12341371
123456910 12341290;123456909 12341290
123457120 12341294;123457121 12341294
123457278 12341248;123457277 12341248
123456867 12341315;123456868 12341315
123456980 12341258;123456980 12341259
123457067 12341421;123457067 12341422
123457288 12341336;123457288 12341337
123456890 12341464;123456889 12341464
123457072 12341362;123457072 12341363
123457171 12341271;123457171 12341272
123456800 12341402;123456800 12341401
123457166 12341380;123457165 12341380
123457123 12341369;123457122 12341369
123457096 12341350;123457095 12341350
123457047 12341237;123457047 12341236
123457156 12341422;123457155 12341422
123457186 12341428;123457186 12341429
123457009 12341355;123457010 12341355
123456832 12341350;123456832 12341349
123456992 12341264;123456993 12341264
123457191 12341271;123457192 12341271
123457115 12341317;123457114 12341317
123457003 12341465;123457004 12341465
123457098 12341284;123457097 12341284
123457171 12341303;123457171 12341304
123457283 12341239;123457284 12341239
123457080 12341286;123457081 12341286
123456955 12341321;123456955 12341322
123457016 12341464;123457017 12341464
123457279 12341257;123457278 12341257
123456922 12341270;123456921 12341270
123457016 12341396;123457015 12341396
123457086 12341300;123457085 12341300
123457030 12341280;123457031 12341280
123457172 12341368;123457173 12341368
123456947 12341241;123456946 12341241
123457116 12341454;123457115 12341454
123457077 12341465;123457076 12341465
123457081 12341247;123457080 12341247
123456886 12341332;123456885 12341332
123456962 12341418;123456963 12341418
123456809 12341289;123456809 12341290
123457145 12341379;123457144 12341379
123456922 12341434;123456922 12341433
123457190 12341464;123457191 12341464
123456853 12341369;123456854 12341369
123456875 12341339;123456874 12341339
123456913 12341249;123456914 12341249
123457245 12341255;123457245 12341256
123456880 12341418;123456879 12341418
123457266 12341476;123457267 12341476
123456815 12341325;123456814 12341325
123457144 12341370;123457145 12341370
123457091 12341451;123457090 12341451
123457226 12341396;123457225 12341396
123456892 12341254;123456892 12341255
123457036 12341422;123457037 12341422
123456847 12341419;123456846 12341419
123456866 12341410;123456866 12341411
123456911 12341271;123456910 12341271
123457110 12341482;123457110 12341481
123456830 12341296;123456829 12341296
123457081 12341391;123457080 12341391
123456813 12341409;123456814 12341409
123456973 12341365;123456972 12341365
123456805 12341391;123456804 12341391
123457026 12341292;123457025 12341292
123457120 12341272;123457121 12341272
123457167 12341285;123457168 12341285
123457128 12341294;123457127 12341294
123456921 12341367;123456920 12341367
123457076 12341342;123457077 12341342
123457079 12341427;123457080 12341427
123456920 12341410;123456921 12341410
123456950 12341348;123456950 12341349
123456990 12341454;123456989 12341454
123457120 12341402;123457119 12341402
123456905 12341479;123456906 12341479
123457029 12341417;123457028 12341417
123457227 12341247;123457226 12341247
123456873 12341299;123456872 12341299
123457267 12341261;123457266 12341261
123456887 12341391;123456888 12341391
123457243 12341315;123457244 12341315
123457128 12341394;123457127 12341394
123456929 12341399;123456930 12341399
123457195 12341411;123457196 12341411
123457031 12341361;123457030 12341361
123457203 12341427;123457202 12341427
123456978 12341318;123456979 12341318
123457091 12341271;123457092 12341271
123457137 12341259;123457138 12341259
123456955 12341419;123456956 12341419
123456821 12341419;123456822 12341419
123456993 12341325;123456993 12341324
123456940 12341464;123456940 12341463
123457030 12341378;123457029 12341378
123456827 12341427;123456826 12341427
123456989 12341381;123456990 12341381
123456966 12341404;123456967 12341404
123456886 12341478;123456885 12341478
123457231 12341425;123457231 12341424
123457093 12341467;123457092 12341467
123456941 12341243;123456940 12341243
123457172 12341420;123457173 12341420
123457062 12341430;123457062 12341431
123456802 12341398;123456803 12341398
123457006 12341324;123457007 12341324
123457264 12341480;123457263 12341480
123457248 12341472;123457247 12341472
123457246 12341258;123457246 12341259
123457043 12341299;123457043 12341300
123457175 12341301;123457174 12341301
123457250 12341348;123457251 12341348
123456801 12341253;123456801 12341252
123456924 12341478;123456924 12341479
123457153 12341427;123457152 12341427
123456950 12341362;123456951 12341362
123456952 12341266;123456951 12341266
123457269 12341361;123457269 12341360
123457092 12341478;123457093 12341478
123456923 12341283;123456922 12341283
123457008 12341266;123457009 12341266
123457014 12341314;123457015 12341314
123457121 12341389;123457120 12341389
123456965 12341257;123456964 12341257
123456811 12341287;123456810 12341287
123456998 12341430;123456997 12341430
123456877 12341395;123456877 12341396
123457165 12341301;123457166 12341301
123456884 12341320;123456884 12341319
123457187 12341343;123457188 12341343
123457107 12341439;123457108 12341439
123456839 12341445;123456838 12341445
123457038 12341356;123457039 12341356
123457132 12341296;123457133 12341296
123456823 12341267;123456824 12341267
123456938 12341298;123456938 12341299
123457007 12341409;123457008 12341409
123457073 12341255;123457074 12341255
123456828 12341388;123456827 12341388
123457253 12341407;123457252 12341407
123457037 12341257;123457036 12341257
123457005 12341381;123457004 12341381
123457182 12341402;123457181 12341402
123457079 12341239;123457078 12341239
123456818 12341328;123456817 12341328
123457079 12341429;123457080 12341429
123457188 12341310;123457188 12341309
123457176 12341358;123457175 12341358
123457149 12341451;123457148 12341451
123456944 12341326;123456945 12341326
123456901 12341387;123456900 12341387
123456969 12341453;123456968 12341453
123457067 12341431;123457067 12341430
123456826 12341468;123456825 12341468
123457086 12341450;123457087 12341450
123456878 12341320;123456878 12341319
123457143 12341271;123457144 12341271
123456866 12341308;123456866 12341309
123456930 12341254;123456931 12341254
123456835 12341385;123456835 12341386
123457188 12341472;123457189 12341472
123457259 12341279;123457260 12341279
123457181 12341279;123457181 12341278
123456947 12341331;123456947 12341332
123457243 12341467;123457242 12341467
123457287 12341315;123457287 12341316
123456973 12341277;123456973 12341278
123457139 12341419;123457138 12341419
123457191 12341279;123457190 12341279
123457099 12341395;123457099 12341396
123456968 12341446;123456968 12341447
123456896 12341360;123456897 12341360
123457155 12341281;123457155 12341282
123457233 12341241;123457234 12341241
123457263 12341447;123457263 12341448
123457152 12341254;123457153 12341254
123456847 12341483;123456846 12341483
123457246 12341376;123457247 12341376
123457007 12341381;123457006 12341381
123456817 12341315;123456817 12341314
123457128 12341344;123457127 12341344
123457168 12341472;123457169 12341472
123457207 12341393;123457207 12341392
123457099 12341315;123457100 12341315
123456959 12341461;123456960 12341461
123457273 12341443;123457273 12341442
123457028 12341300;123457029 12341300
123457014 12341398;123457014 12341397
123457249 12341263;123457250 12341263
123457028 12341428;123457027 12341428
123457086 12341454;123457085 12341454
123457219 12341417;123457219 12341416
123457282 12341394;123457283 12341394
123456925 12341381;123456925 12341380
123456844 12341438;123456845 12341438
123456923 12341243;123456924 12341243
123456807 12341405;123456806 12341405
123456824 12341304;123456825 12341304
123457057 12341477;123457057 12341476
123457111 12341363;123457110 12341363
123457282 12341258;123457282 12341259
123457004 12341478;123457003 12341478
123457240 12341316;123457241 12341316
123456975 12341331;123456976 12341331
123457276 12341242;123457277 12341242
123456979 12341439;123456980 12341439
123457203 12341251;123457202 12341251
123456988 12341464;123456988 12341465
123456938 12341346;123456937 12341346
123457186 12341480;123457187 12341480
123457284 12341402;123457284 12341401
123456918 12341348;123456919 12341348
123457100 12341454;123457099 12341454
123456808 12341314;123456807 12341314
123457104 12341446;123457103 12341446
123456915 12341257;123456915 12341258
123456856 12341314;123456855 12341314
123457178 12341396;123457178 12341395
123457167 12341387;123457166 12341387
123457244 12341356;123457243 12341356
123457073 12341263;123457072 12341263
123457201 12341371;123457202 12341371
123456908 12341372;123456907 12341372
123457242 12341344;123457243 12341344
123456832 12341396;123456832 12341397
123456892 12341354;123456893 12341354
123457243 12341255;123457243 12341256
123456895 12341335;123456895 12341336
123457058 12341388;123457057 12341388
123457084 12341392;123457084 12341391
123456852 12341362;123456852 12341363
123456909 12341467;123456908 12341467
123457025 12341253;123457024 12341253
123457170 12341300;123457171 12341300
123457049 12341357;123457049 12341358
123457255 12341293;123457255 12341294
123456901 12341297;123456900 12341297
123456952 12341258;123456952 12341259
123456916 12341480;123456915 12341480
123457052 12341410;123457052 12341411
123456962 12341384;123456961 12341384
123457188 12341360;123457187 12341360
123456897 12341333;123456896 12341333
123456796 12341356;123456797 12341356
123457145 12341313;123457144 12341313
123457033 12341445;123457033 12341444
123457156 12341382;123457155 12341382
123457096 12341256;123457095 12341256
123457266 12341386;123457267 12341386
123457061 12341291;123457062 12341291
123457107 12341423;123457108 12341423
123457147 12341413;123457148 12341413
123457071 12341315;123457071 12341316
123457121 12341385;123457121 12341384
123456834 12341356;123456833 12341356
123457192 12341462;123457193 12341462
123457025 12341469;123457024 12341469
123457250 12341284;123457251 12341284
123456900 12341342;123456901 12341342
123457275 12341363;123457274 12341363
123456804 12341310;123456804 12341311
123457288 12341330;123457288 12341331
123456811 12341347;123456810 12341347
123456897 12341405;123456898 12341405
123457233 12341405;123457234 12341405
123457272 12341412;123457271 12341412
123456817 12341335;123456818 12341335
123456944 12341296;123456944 12341297
123456967 12341287;123456967 12341286
123457235 12341343;123457235 12341344
123456861 12341251;123456860 12341251
123457006 12341328;123457005 12341328
123457264 12341358;123457264 12341359
123456927 12341259;123456928 12341259
123457253 12341377;123457252 12341377
123456938 12341480;123456937 12341480
123457108 12341294;123457109 12341294
123457200 12341234;123457201 12341234
123456809 12341323;123456809 12341324
123456831 12341275;123456830 12341275
123456814 12341416;123456815 12341416
123457206 12341238;123457205 12341238
123456906 12341352;123456906 12341351
123457108 12341272;123457107 12341272
123457051 12341311;123457051 12341312
123456802 12341236;123456802 12341237
123456916 12341234;123456917 12341234
123457267 12341281;123457268 12341281
123456884 12341250;123456885 12341250
123457245 12341261;123457246 12341261
123457222 12341384;123457223 12341384
123457064 12341312;123457064 12341311
123457036 12341234;123457035 12341234
123457044 12341386;123457043 12341386
123457027 12341247;123457028 12341247
123456917 12341411;123456918 12341411
123457284 12341332;123457285 12341332
123456952 12341442;123456951 12341442
123457098 12341482;123457097 12341482
123456985 12341371;123456986 12341371
123457170 12341276;123457170 12341277
123456860 12341478;123456861 12341478
123457194 12341452;123457194 12341453
123457008 12341436;123457009 12341436
123456826 12341326;123456827 12341326
123456872 12341464;123456873 12341464
123457169 12341481;123457170 12341481
123457206 12341250;123457207 12341250
123457221 12341391;123457221 12341392
123456872 12341266;123456873 12341266
123457078 12341470;123457079 12341470
123456839 12341405;123456838 12341405
123456802 12341352;123456801 12341352
123456806 12341248;123456805 12341248
123456847 12341449;123456846 12341449
123457038 12341342;123457037 12341342
123456866 12341312;123456866 12341311
123457176 12341362;123457177 12341362
123457275 12341267;123457274 12341267
123457036 12341462;123457037 12341462
123456955 12341389;123456956 12341389
123457007 12341421;123457006 12341421
123457252 12341264;123457253 12341264
123456836 12341400;123456837 12341400
123457280 12341332;123457281 12341332
123457040 12341298;123457041 12341298
123457103 12341301;123457103 12341302
123457143 12341425;123457144 12341425
123456843 12341483;123456844 12341483
123456823 12341339;123456822 12341339
123457043 12341367;123457044 12341367
123456943 12341263;123456942 12341263
123457255 12341427;123457256 12341427
123456893 12341347;123456894 12341347
123456852 12341452;123456853 12341452
123456934 12341400;123456935 12341400
123457006 12341422;123457007 12341422
123456920 12341480;123456921 12341480
123457016 12341296;123457017 12341296
123456868 12341438;123456869 12341438
123456900 12341294;123456901 12341294
123456832 12341272;123456833 12341272
123456966 12341398;123456967 12341398
123457202 12341340;123457203 12341340
123457162 12341316;123457161 12341316
123456975 12341441;123456976 12341441
123457043 12341369;123457044 12341369
123457251 12341335;123457250 12341335
123457094 12341306;123457094 12341305
123457116 12341396;123457115 12341396
123457204 12341308;123457205 12341308
123457049 12341333;123457050 12341333
123457081 12341415;123457081 12341414
123457008 12341292;123457007 12341292
123457163 12341345;123457164 12341345
123457157 12341427;123457157 12341426
123456979 12341241;123456980 12341241
123456893 12341451;123456892 12341451
123456911 12341287;123456912 12341287
123457145 12341249;123457145 12341250
123457059 12341287;123457058 12341287
123456963 12341477;123456963 12341478
123457019 12341413;123457019 12341412
123456942 12341262;123456941 12341262
123457277 12341307;123457278 12341307
123457026 12341410;123457025 12341410
123456935 12341343;123456934 12341343
123457051 12341247;123457052 12341247
123457043 12341459;123457044 12341459
123457120 12341420;123457121 12341420
123456917 12341419;123456917 12341420
123456966 12341266;123456966 12341267
123457278 12341242;123457279 12341242
123456885 12341449;123456886 12341449
123456968 12341342;123456968 12341343
123456819 12341319;123456818 12341319
123457183 12341433;123457184 12341433
123457219 12341305;123457220 12341305
123456841 12341311;123456842 12341311
123457098 12341302;123457097 12341302
123457133 12341287;123457132 12341287
123456898 12341274;123456897 12341274
123457166 12341288;123457167 12341288
123457245 12341265;123457246 12341265
123457131 12341309;123457132 12341309
123457244 12341438;123457245 12341438
123456933 12341355;123456933 12341354
123456831 12341355;123456831 12341354
123457285 12341251;123457284 12341251
123456791 12341361;123456790 12341361
123457124 12341362;123457123 12341362
123456931 12341287;123456930 12341287
123456795 12341251;123456794 12341251
123457155 12341345;123457156 12341345
123456971 12341339;123456971 12341340
123457114 12341364;123457113 12341364
123456831 12341365;123456830 12341365
123456960 12341340;123456959 12341340
123457151 12341235;123457151 12341236
123457136 12341398;123457135 12341398
123457272 12341430;123457272 12341429
123456990 12341272;123456990 12341273
123457072 12341348;123457071 12341348
123456942 12341292;123456943 12341292
123456796 12341256;123456795 12341256
123457204 12341318;123457203 12341318
123457066 12341252;123457065 12341252
123457043 12341363;123457042 12341363
123456836 12341480;123456835 12341480
123456846 12341424;123456847 12341424
123457234 12341286;123457233 12341286
123457005 12341327;123457004 12341327
123456917 12341241;123456918 12341241
123456871 12341405;123456872 12341405
123456925 12341469;123456924 12341469
123457062 12341422;123457061 12341422
123456964 12341480;123456965 12341480
123457059 12341471;123457058 12341471
123456915 12341483;123456914 12341483
123456949 12341429;123456950 12341429
123456892 12341344;123456892 12341345
123457066 12341378;123457065 12341378
123457115 12341417;123457116 12341417
123456845 12341351;123456844 12341351
123457138 12341460;123457139 12341460
123457032 12341372;123457031 12341372
123457214 12341294;123457214 12341295
123456852 12341302;123456852 12341303
123457195 12341403;123457196 12341403
123457281 12341265;123457281 12341266
123457089 12341423;123457090 12341423
123457089 12341445;123457090 12341445
123457047 12341287;123457046 12341287
123456978 12341252;123456979 12341252
123456802 12341378;123456802 12341377
123457031 12341259;123457032 12341259
123456803 12341473;123456802 12341473
123457224 12341416;123457225 12341416
123456830 12341458;123456831 12341458
123456935 12341389;123456936 12341389
123457051 12341473;123457050 12341473
123456813 12341391;123456812 12341391
123456869 12341457;123456868 12341457
123457045 12341253;123457046 12341253
123457104 12341470;123457104 12341471
123457247 12341245;123457248 12341245
123456797 12341455;123456797 12341454
123457230 12341264;123457231 12341264
123457112 12341320;123457113 12341320
123456943 12341391;123456944 12341391
123456964 12341394;123456964 12341393
123457121 12341403;123457122 12341403
123456799 12341315;123456798 12341315
123456821 12341277;123456820 12341277
123456826 12341238;123456827 12341238
123457181 12341349;123457180 12341349
123457036 12341448;123457035 12341448
123457129 12341291;123457129 12341292
123457045 12341455;123457046 12341455
123456957 12341377;123456956 12341377
123457183 12341393;123457182 12341393
123457094 12341328;123457094 12341327
123457198 12341462;123457199 12341462
123456802 12341320;123456803 12341320
123456956 12341432;123456956 12341431
123456909 12341415;123456910 12341415
123456976 12341376;123456977 12341376
123457122 12341322;123457122 12341321
123457010 12341376;123457009 12341376
123456985 12341451;123456985 12341452
123457150 12341252;123457151 12341252
123456973 12341409;123456972 12341409
123457079 12341375;123457079 12341374
123457040 12341292;123457041 12341292
123457276 12341388;123457276 12341389
123456869 12341307;123456869 12341306
123456791 12341319;123456792 12341319
123457148 12341448;123457149 12341448
123457108 12341450;123457109 12341450
123456832 12341416;123456833 12341416
123456994 12341304;123456995 12341304
123457201 12341377;123457200 12341377
123456840 12341350;123456840 12341351
123457098 12341380;123457098 12341381
123456893 12341481;123456894 12341481
123457244 12341328;123457245 12341328
123456949 12341463;123456950 12341463
123456991 12341313;123456992 12341313
123457018 12341328;123457017 12341328
123457132 12341350;123457133 12341350
123456982 12341462;123456981 12341462
123457233 12341309;123457234 12341309
123456871 12341401;123456872 12341401
123456870 12341482;123456869 12341482
123456952 12341400;123456951 12341400
123456984 12341312;123456985 12341312
123457057 12341381;123457058 12341381
123457282 12341424;123457282 12341423
123457132 12341282;123457133 12341282
123457234 12341442;123457234 12341443
123457123 12341255;123457124 12341255
123457210 12341344;123457211 12341344
123456958 12341248;123456957 12341248
123457213 12341383;123457212 12341383
123457172 12341376;123457173 12341376
123457268 12341278;123457268 12341277
123457285 12341275;123457284 12341275
123456916 12341338;123456917 12341338
123457258 12341328;123457259 12341328
123456799 12341303;123456799 12341302
123457008 12341256;123457008 12341255
123457012 12341324;123457013 12341324
123456931 12341477;123456930 12341477
123457139 12341449;123457139 12341448
123456837 12341477;123456838 12341477
123456817 12341269;123456818 12341269
123456955 12341393;123456956 12341393
123456907 12341311;123456907 12341312
123457288 12341298;123457287 12341298
123456889 12341239;123456889 12341238
123457219 12341431;123457220 12341431
123456855 12341285;123456854 12341285
123457219 12341375;123457220 12341375
123457206 12341276;123457207 12341276
123456976 12341454;123456977 12341454
123457028 12341316;123457029 12341316
123457025 12341251;123457026 12341251
123456844 12341248;123456845 12341248
123456851 12341453;123456852 12341453
123456932 12341462;123456931 12341462
123457026 12341462;123457027 12341462
123456810 12341360;123456809 12341360
123456875 12341349;123456876 12341349
123457164 12341240;123457163 12341240
123456982 12341384;123456981 12341384
123456928 12341446;123456929 12341446
123457259 12341329;123457258 12341329
123456976 12341276;123456975 12341276
123457272 12341472;123457273 12341472
123456855 12341245;123456854 12341245
123456830 12341332;123456831 12341332
123457052 12341352;123457053 12341352
123457239 12341307;123457240 12341307
123457137 12341347;123457138 12341347
123456914 12341292;123456915 12341292
123457081 12341307;123457080 12341307
123457008 12341244;123457009 12341244
123456988 12341270;123456987 12341270
123457110 12341338;123457111 12341338
123457028 12341304;123457029 12341304
123456883 12341451;123456882 12341451
123457277 12341259;123457276 12341259
123456820 12341310;123456819 12341310
123457086 12341272;123457086 12341273
123457283 12341353;123457283 12341352
123457264 12341390;123457263 12341390
123457206 12341462;123457206 12341463
123457214 12341334;123457213 12341334
123457182 12341284;123457182 12341283
123456954 12341442;123456953 12341442
123456984 12341480;123456985 12341480
123457041 12341249;123457041 12341250
123456990 12341382;123456989 12341382
123457153 12341259;123457152 12341259
123456930 12341410;123456931 12341410
123456972 12341348;123456973 12341348
123457173 12341293;123457174 12341293
123457201 12341335;123457201 12341336
123457199 12341285;123457200 12341285
123457004 12341272;123457004 12341273
123456840 12341364;123456841 12341364
123457149 12341391;123457149 12341392
123456838 12341444;123456839 12341444
123456936 12341312;123456937 12341312
123457155 12341273;123457154 12341273
123456850 12341410;123456851 12341410
123456931 12341363;123456931 12341364
123457163 12341293;123457164 12341293
123456924 12341260;123456924 12341259
123456987 12341447;123456986 12341447
123457104 12341480;123457104 12341479
123457045 12341383;123457046 12341383
123456895 12341477;123456894 12341477
123457054 12341288;123457054 12341287
123457082 12341420;123457081 12341420
123456843 12341263;123456844 12341263
123456803 12341411;123456804 12341411
123456887 12341395;123456887 12341394
123456798 12341458;123456797 12341458
123457235 12341289;123457235 12341288
123456921 12341407;123456920 12341407
123457272 12341396;123457273 12341396
123457072 12341282;123457073 12341282
123457083 12341247;123457082 12341247
123456836 12341376;123456837 12341376
123456884 12341478;123456883 12341478
123456947 12341345;123456948 12341345
123457044 12341344;123457045 12341344
123456924 12341374;123456923 12341374
123457263 12341439;123457263 12341438
123457189 12341471;123457188 12341471
123457235 12341403;123457235 12341402
123457284 12341312;123457285 12341312
123456833 12341305;123456832 12341305
123457131 12341427;123457132 12341427
123457001 12341253;123457000 12341253
123457001 12341417;123457002 12341417
123457160 12341306;123457161 12341306
123457238 12341466;123457237 12341466
123457271 12341423;123457271 12341422
123456868 12341390;123456867 12341390
123457285 12341339;123457284 12341339
123457025 12341473;123457026 12341473
123457164 12341318;123457163 12341318
123456799 12341275;123456799 12341274
123456988 12341394;123456988 12341393
123456884 12341400;123456883 12341400
123456789 12341325;123456790 12341325
123456815 12341475;123456816 12341475
123456858 12341234;123456857 12341234
123456930 12341356;123456931 12341356
123456834 12341382;123456834 12341381
123456921 12341397;123456922 12341397
123457286 12341390;123457285 12341390
123457176 12341378;123457176 12341379
123457038 12341366;123457039 12341366
123456904 12341250;123456904 12341249
123456796 12341402;123456796 12341403
123456933 12341403;123456934 12341403
123457062 12341282;123457063 12341282
123456969 12341259;123456970 12341259
123457175 12341323;123457176 12341323
123457093 12341455;123457093 12341456
123456805 12341423;123456806 12341423
123457131 12341433;123457130 12341433
123457241 12341235;123457240 12341235
123457196 12341386;123457197 12341386
123456837 12341319;123456836 12341319
123457155 12341409;123457154 12341409
123457109 12341359;123457110 12341359
123456883 12341443;123456882 12341443
123457226 12341368;123457227 12341368
123457267 12341431;123457268 12341431
123457144 12341298;123457144 12341297
123457079 12341331;123457080 12341331
123457102 12341430;123457102 12341429
123457133 12341483;123457134 12341483
123456797 12341383;123456797 12341384
123456986 12341250;123456985 12341250
123457096 12341362;123457097 12341362
123457052 12341278;123457053 12341278
123456973 12341267;123456974 12341267
123457156 12341468;123457157 12341468
123456902 12341292;123456902 12341293
123456858 12341290;123456859 12341290
123457052 12341474;123457052 12341473
123457153 12341401;123457152 12341401
123457150 12341430;123457151 12341430
123457181 12341479;123457181 12341478
123457179 12341339;123457178 12341339
123457167 12341475;123457168 12341475
123457090 12341410;123457091 12341410
123457053 12341349;123457053 12341348
123457049 12341241;123457049 12341240
123457037 12341397;123457038 12341397
123457272 12341386;123457273 12341386
123456868 12341452;123456869 12341452
123457252 12341480;123457251 12341480
123457075 12341397;123457074 12341397
123457232 12341440;123457231 12341440
123456852 12341402;123456851 12341402
123456970 12341240;123456969 12341240
123456843 12341335;123456844 12341335
123457067 12341329;123457067 12341330
123456947 12341239;123456946 12341239
123457080 12341282;123457081 12341282
123456928 12341248;123456929 12341248
123457142 12341370;123457143 12341370
123457225 12341413;123457224 12341413
123456981 12341303;123456982 12341303
123457269 12341383;123457269 12341382
123456790 12341270;123456791 12341270
123457105 12341315;123457106 12341315
123456928 12341364;123456929 12341364
123457047 12341409;123457048 12341409
123457051 12341451;123457050 12341451
123457131 12341261;123457131 12341260
123456864 12341386;123456864 12341387
123456906 12341240;123456905 12341240
123457068 12341474;123457069 12341474
123456855 12341381;123456855 12341382
123456789 12341327;123456790 12341327
123457188 12341284;123457188 12341283
123457236 12341444;123457237 12341444
123456799 12341467;123456798 12341467
123457046 12341270;123457045 12341270
123457010 12341462;123457011 12341462
123457278 12341236;123457279 12341236
123457020 12341286;123457021 12341286
123457020 12341474;123457021 12341474
123457133 12341443;123457134 12341443
123457129 12341255;123457130 12341255
123456800 12341314;123456799 12341314
123456899 12341433;123456899 12341432
123457284 12341356;123457285 12341356
123457266 12341332;123457266 12341331
123456855 12341253;123456855 12341252
123456792 12341424;123456793 12341424
123456944 12341352;123456945 12341352
123457088 12341286;123457089 12341286
123457065 12341423;123457064 12341423
123456874 12341270;123456874 12341269
123457158 12341452;123457159 12341452
123456984 12341376;123456985 12341376
123457234 12341450;123457233 12341450
123457063 12341339;123457064 12341339
123456829 12341443;123456828 12341443
123457211 12341291;123457212 12341291
123456923 12341377;123456922 12341377
123457186 12341470;123457185 12341470
123456957 12341315;123456956 12341315
123456991 12341399;123456990 12341399
123456883 12341441;123456882 12341441
123456903 12341279;123456902 12341279
123457070 12341234;123457069 12341234
123457188 12341438;123457187 12341438
123457138 12341234;123457139 12341234
123456837 12341395;123456838 12341395
123456922 12341304;123456921 12341304
123457205 12341249;123457205 12341250
123456914 12341408;123456915 12341408
123457087 12341353;123457086 12341353
123457057 12341301;123457058 12341301
123456992 12341248;123456992 12341249
123457197 12341341;123457196 12341341
123457283 12341291;123457284 12341291
123457203 12341323;123457203 12341322
123457102 12341256;123457102 12341255
123457248 12341294;123457248 12341293
123457041 12341479;123457042 12341479
123456792 12341300;123456792 12341301
123457134 12341308;123457133 12341308
123456835 12341457;123456834 12341457
123457168 12341328;123457169 12341328
123457229 12341395;123457228 12341395
123457019 12341283;123457020 12341283
123456836 12341474;123456836 12341475
123457265 12341365;123457264 12341365
123457198 12341422;123457199 12341422
123457269 12341447;123457270 12341447
123457177 12341247;123457176 12341247
123457110 12341470;123457111 12341470
123457208 12341454;123457207 12341454
123456967 12341303;123456967 12341302
123457288 12341482;123457287 12341482
123457185 12341255;123457184 12341255
123457230 12341400;123457231 12341400
123456897 12341329;123456896 12341329
123456801 12341369;123456802 12341369
123456879 12341361;123456878 12341361
123456885 12341249;123456886 12341249
123457196 12341242;123457197 12341242
123457144 12341348;123457144 12341347
123456993 12341405;123456994 12341405
123456955 12341453;123456955 12341454
123456959 12341467;123456958 12341467
123456861 12341309;123456861 12341308
123456956 12341248;123456956 12341249
123457152 12341364;123457152 12341365
123457117 12341379;123457118 12341379
123457044 12341306;123457043 12341306
123457158 12341268;123457157 12341268
123456816 12341418;123456817 12341418
123457150 12341444;123457149 12341444
123457196 12341236;123457196 12341237
123456829 12341267;123456828 12341267
123457101 12341299;123457102 12341299
123457063 12341439;123457064 12341439
123457239 12341279;123457238 12341279
123457123 12341439;123457124 12341439
123457275 12341475;123457274 12341475
123457265 12341403;123457265 12341404
123456995 12341363;123456994 12341363
123456925 12341341;123456926 12341341
123457179 12341437;123457178 12341437
123456826 12341248;123456827 12341248
123456789 12341293;123456790 12341293
123456790 12341274;123456789 12341274
123456886 12341342;123456887 12341342
123456878 12341378;123456878 12341379
123457091 12341241;123457090 12341241
123457222 12341370;123457223 12341370
123457265 12341375;123457266 12341375
123457117 12341237;123457117 12341236
123457215 12341355;123457215 12341354
123457142 12341270;123457141 12341270
123457260 12341316;123457261 12341316
123456853 12341291;123456854 12341291
123457197 12341239;123457198 12341239
123457036 12341264;123457035 12341264
123457058 12341250;123457059 12341250
123456811 12341325;123456811 12341324
123457257 12341475;123457256 12341475
123457021 12341339;123457022 12341339
123456995 12341289;123456996 12341289
123457237 12341405;123457238 12341405
123457081 12341267;123457081 12341268
123456859 12341309;123456858 12341309
123456955 12341367;123456954 12341367
123457127 12341389;123457128 12341389
123457215 12341309;123457216 12341309
123456870 12341250;123456869 12341250
123457082 12341428;123457081 12341428
123457073 12341375;123457074 12341375
123457059 12341475;123457060 12341475
123457118 12341468;123457117 12341468
